Local_Fees,University,Duration_Time,Prerequisite_1,Prerequisite_3,Description,Blended,Faculty,Prerequisite_2_grade_2,Currency_Time,Level_Code,Currency,Remarks,Prerequisite_3_grade_3,Part_Time,Availability,Face_to_Face,Online,Prerequisite_2,Offline,Career_Outcomes/path,Prerequisite_1_grade_1,Website,Course_Lang,Int_Fees,Country,Duration,City,Full_Time,Course,Distance
,University of Newcastle,Years,,,"The Master of Health Economics, Management and Policy (Global) provides a global orientation for professionals within the healthcare sector. It provides a practical toolkit of leadership and management skills as well as analytical and conceptual knowledge of health economics, policy and governance.",No,Science,6.5,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes,,,https://www.newcastle.edu.au/degrees/master-of-health-economics-management-and-policy-global,English,"40,000 ",Australia,2.0,Newcastle,Yes," Health Economics, Management and Policy (Global)",Yes
,University of Newcastle,Year,,,"The Master of Human Resource Management teaches students the skills and knowledge to manage people within an organisation to be efficient and effective in their approach to work, which is fundamental to all business activity. This program empowers students with the skills to implant the acquired knowledge into the body of an organisation and leverage the best performance from the workforce.",No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,Yes,IELTS,Yes,"Human Resource Advisor or Manager, Learning and development / training and development advisor or manager, Organisation Development or Effectiveness Manager, Employment Relations or Industrial Relations Manager, Human Resources Director, Senior Union Official or Senior Employer Organisation Advisor, Policy Advisor to government organisations",,https://www.newcastle.edu.au/degrees/master-human-resource-management,English,"40,000 ",Australia,1.0,Newcastle,Yes, Human Resource Management,Yes
,University of Newcastle,Years,,,"Whether your interest is in information systems, software engineering, multimedia or telecommunications, the Graduate Certificate in Information Technology will provide you with a solid foundation in the relevant technologies and theoretical concepts.",No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes,"business analyst, database developer, systems analyst, software developer",,https://www.newcastle.edu.au/degrees/graduate-certificate-information-technology,English,"38,520 ",Australia,6.0,Newcastle,Yes, Information Technology,Yes
,University of Newcastle,Years,,,"Whether your interest is in information systems, software engineering, multimedia or telecommunications, the Graduate Certificate in Information Technology will provide you with a solid foundation in the relevant technologies and theoretical concepts.",No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes,"business analyst, database developer, systems analyst, software developer",,https://www.newcastle.edu.au/degrees/graduate-certificate-information-technology,English,"38,520 ",Australia,6.0,Sydney,Yes, Information Technology,Yes
,University of Newcastle,Years,,,"The Master of Information Technology (MIT) at the University of Newcastle is a broad, flexible and technical degree which offers exciting and diverse career opportunities and challenges.",No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes,"business analyst, database developer, project manager, systems analyst, web developer, software developer",,https://www.newcastle.edu.au/degrees/master-information-technology,English,"38,520 ",Australia,2.0,Newcastle,Yes, Information Technology (MIT),Yes
,University of Newcastle,Years,,,"The Master of Information Technology (MIT) at the University of Newcastle is a broad, flexible and technical degree which offers exciting and diverse career opportunities and challenges.",No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes,"business analyst, database developer, project manager, systems analyst, web developer, software developer",,https://www.newcastle.edu.au/degrees/master-information-technology,English,"38,520 ",Australia,2.0,Sydney,Yes, Information Technology (MIT),Yes
,University of Newcastle,Year,,,Are you looking to enhance your understanding of International Business to further or facilitate a change in your career?,No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes,"Account Executive, Business Consultant, Business Development manager, Entrepreneur, Finance Advisor, Industry Specialist Manager, Marketing Manager, Operations Manager",,https://www.newcastle.edu.au/degrees/master-international-business,English,"38,520 ",Australia,1.0,Newcastle,Yes, International Business,Yes
,University of Newcastle,Year,,,"The Master of Innovation Management and Entrepreneurship will increase your value in any organisation driven to stand at the forefront of ever-changing technologies and the business-solutions landscape. As the workforce moves towards a more innovation-focused future, the ability to innovate enables individuals and organisations to gain an important advantage over your competitors.",No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes,"Start-up Founder, Innovation Manager, Entrepreneur, Business Development Officer, Consultant for government, organisations and communities",,https://www.newcastle.edu.au/degrees/master-innovation-management-entrepreneurship,English,"38,520 ",Australia,1.0,Newcastle,Yes, Innovation Management and Entrepreneurship,Yes
,University of Newcastle,Year,,,"The Master of Laws program (LLM) is designed to expand your knowledge and deepen your understanding of a specialist area of law. All courses offered within the LLM program are developed for advanced study, contain a significant research component and focus on critical thinking and critical analysis of complex legal issues.",No,Health & Medicine,7.0,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes,"Legal practice or advice, In-house Counsel, Public policy, Government sector, Non-government sector, Private sector, e.g. finance and business",,https://www.newcastle.edu.au/degrees/master-laws,English,"38,815 ",Australia,1.0,Newcastle,Yes, Laws (LLM),Yes
,University of Newcastle,Year,,,"The Master of Leadership and Management in Education is one of the University of Newcastle’s most highly regarded postgraduate degrees. From experience, we believe practical postgraduate learning is the best way to enhance teaching quality and equip individuals with the comprehensive leadership skills that today’s learning environments demand. The program provides specific expertise in research-based and data driven decision-making, an international perspective, and a commitment to providing leadership that meets the global imperative to understand and provide educational equity.",No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,Yes,IELTS,Yes,"school principal, deputy or assistant principal, head teacher or leading teacher, organisational leaders, educational administrators, curriculum development & leaders, education policy and advisory roles",,https://www.newcastle.edu.au/degrees/master-leadership-management-education,English,"38,815 ",Australia,1.0,Newcastle,Yes, Leadership and Management in Education,Yes
,University of Newcastle,Years,,,"Marketing is a dynamic, challenging and fast paced business function. Marketing professionals must be prepared to meet these challenges and adapt with the changing nature of the industry. A Graduate Certificate in Marketing from the University of Newcastle equips graduates with marketing knowledge to plan and execute marketing strategies for organisations in the not-for-profit, government and private sectors.",No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,Yes,IELTS,Yes,"Marketing Coordinator, Market Research Officer, Media Analyst, Marketing Operations Specialist, Marketing Manager, Brand Manager",,https://www.newcastle.edu.au/degrees/graduate-certificate-marketing,English,"38,815 ",Australia,6.0,Newcastle,Yes, Marketing,Yes
,University of Newcastle,Year,,,"A Master of Marketing from the University of Newcastle equips graduates with marketing knowledge and skills to plan and execute marketing strategies and tactics for organisations in the not-for-profit, government and private sectors. The program is comprehensive, contemporary and practical, developing your professional expertise in the processes and application of modern marketing.",No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,Yes,IELTS,Yes,"Marketing Coordinator, Market Research Officer, Media Analyst, Marketing Manager, Brand Manager",,https://www.newcastle.edu.au/degrees/master-marketing,English,"38,815 ",Australia,1.0,Newcastle,Yes, Marketing,Yes
,University of Newcastle,Years,,,"The Master of Materials Science and Engineering offers students the opportunity to participate in both coursework and research. Using state-of-the-art infrastructure available at the world-renowned Global Innovative Centre for Advanced Nanomaterials (GICAN) at the University of Newcastle, students will undertake research related to the design and discovery of new materials, such as advanced materials, nanomaterials, functional materials, biomaterials, drug carriers, photovoltaics, soft materials and useful metal alloys.",No,Science,6.5,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes,,,https://www.newcastle.edu.au/degrees/master-materials-science-engineering,English,"38,815 ",Australia,2.0,Newcastle,Yes, Materials Science and Engineering,Yes
,University of Newcastle,Year,,,The University of Newcastle's Master of Midwifery Studies is designed to develop an in-depth understanding of contemporary midwifery theories and practice which will enable you to demonstrate leadership within the midwifery profession and contemporary maternity services.,No,Science,6.5,Years,MST,AUD,,,No,A,Yes,Yes,IELTS,Yes,"midwifery primary care, midwifery clinical educator, midwifery manager / unit manager, midwifery researcher, clinical midwife specialist / consultant, family health midwife",,https://www.newcastle.edu.au/degrees/master-midwifery-studies,English,"38,815 ",Australia,1.0,Newcastle,Yes, Midwifery Studies,Yes
,University of Newcastle,Year,,,"Having a broad understanding of brain functions, mind and human behaviour is not only interesting, but highly relevant to all of us in our everyday lives. The University of Newcastle’s Graduate Diploma in Psychological Science has been designed for those interested in expanding their knowledge in, or pursuing a career in Psychology.",No,Science,6.5,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes,,,https://www.newcastle.edu.au/degrees/graduate-diploma-psychological-science,English,"38,520 ",Australia,1.0,Newcastle,Yes, Psychological Science,Yes
,University of Newcastle,Year,,,"Having a broad understanding of brain functions, mind and human behaviour is not only interesting, but highly relevant to all of us in our everyday lives. The University of Newcastle’s Graduate Diploma in Psychological Science has been designed for those interested in expanding their knowledge in, or pursuing a career in Psychology.",No,Science,6.5,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes,,,https://www.newcastle.edu.au/degrees/graduate-diploma-psychological-science,English,"38,520 ",Australia,1.0,Central Coast,Yes, Psychological Science,Yes
,University of Newcastle,Year,,,"The Master of Professional Psychology is a professional qualification for those who wish to practice as a Registered Psychologist. Through intensive psychological training and education, graduates will be skilled in applying advanced psychological learnings competently and ethically across a broad range of professional settings.",No,Science,7.0,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes,"private, public and non-government organisations, schools, community health, human resources, rehabilitation and disability services, specialist psychological services, law courts, prisons, teaching and supervision, applied research",,https://www.newcastle.edu.au/degrees/master-professional-psychology,English,"38,520 ",Australia,1.0,Newcastle,Yes, Professional Psychology,Yes
,University of Newcastle,Year,,,"Intended for professionals working in a variety of settings, including health departments and community organisations, the Master of Public Health is a flexible degree, designed to give you a broad introduction to public health and to provide the skills and knowledge to define, critically assess and resolve public health issues within a community, whilst catering for your individual career goals.",No,Science,6.5,Years,MST,AUD,,,No,A,Yes,Yes,IELTS,Yes,"environmental health, epidemiology, health education, health policy, health promotion",,https://www.newcastle.edu.au/degrees/master-public-health,English,"38,520 ",Australia,1.0,Newcastle,Yes, Public Health,Yes
,University of Newcastle,Year,,,"The Master of Professional Psychology (Clinical Foundations) is an 80 unit exit award for students undertaking the Master of Clinical Psychology program. Upon completion of the exit award, students will be able to apply for an internship year with Ahpra to complete their registration requirements.",No,Science,7.0,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes, ,,https://www.newcastle.edu.au/degrees/exit-award/master-of-professional-psychology-clinical-foundations-exit-award,English,"42,390 ",Australia,1.0,Newcastle,Yes, Professional Psychology (Clinical Foundations) (Exit Award),Yes
,University of Newcastle,Years,,,The Graduate Certificate in Pollution Impact Assessment program is designed to equip graduates with specialist training in assessing the impact of pollution and environmental contaminants and to provide high quality industry ready graduates to meet end user needs.,No,Science,6.5,Years,MST,AUD,,,No,N,Yes,No,IELTS,Yes, ,,https://www.newcastle.edu.au/degrees/teach-out/graduate-certificate-in-pollution-impact-assessment-pre-2021,English,"20,430 ",Australia,6.0,Newcastle,Yes, Pollution Impact Assessment (pre 2021),Yes
,University of Newcastle,Years,,,"If you are looking to pursue a career in not-for-profit or government aid contributing to social change and development and have the desire and passion to work in the professional service of others, then the Graduate Certificate in Social Change and Development will provide you with the foundational knowledge to begin that journey.",No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,Yes,IELTS,Yes,"administrator, field officer, researcher, development planner, educator or manager, overseas aid, community development, ministry of finance in developing countries, sustainable land care",,https://www.newcastle.edu.au/degrees/graduate-certificate-social-change-development,English,"38,520 ",Australia,6.0,Newcastle,Yes, Social Change and Development,Yes
,University of Newcastle,Years,,,The world is characterised by accelerating rates of change that place pressure on individuals and organisations to adapt to new conditions quickly and effectively.,No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,Yes,IELTS,Yes,"professional service, tourism, education and training, information technology, health services, defence, retail",,https://www.newcastle.edu.au/degrees/graduate-certificate-studies,English,"38,520 ",Australia,6.0,Newcastle,Yes, Studies,Yes
,University of Newcastle,Year,,,"If you are looking to enhance your career potential in not-for-profit or government aid and have an educational or professional background in the professional service of others, then the Master of Social Change and Development is the program for you.",No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,Yes,IELTS,Yes,"policy analyst, community and social developer, advocacy and public policy coordinators, overseas aid officer, ministry of finance in a developing country",,https://www.newcastle.edu.au/degrees/master-social-change-development,English,"38,520 ",Australia,1.0,Newcastle,Yes, Social Change and Development,Yes
,University of Newcastle,Year,,,"If you believe that enriched learning experiences shape us, regardless of our capabilities or circumstances, then the Master of Special and Inclusive Education is for you. The program offers educators and other professionals working in inclusive education or disability sectors, the opportunity to develop specialised skills and advanced knowledge to support children and adolescents with additional needs. The program focuses your skills and builds your qualifications, knowledge and understanding to teach and support students in special or inclusive settings.",No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,Yes,IELTS,Yes,,,https://www.newcastle.edu.au/degrees/master-special-inclusive-education,English,"38,520 ",Australia,1.0,Newcastle,Yes, Special and Inclusive Education,Yes
,University of Newcastle,Year,,,"The world and its inhabitants are becoming increasingly globalised and digitalised. A new world of possibility is opening up at rapid speed, and there are career opportunities that don’t even exist yet. If you're the kind of person that enjoys analysing future trends and tackling complex challenges, your insatiable curiosity makes you an invaluable commodity in the ever-evolving workplaces of today and the future.",No,Health & Medicine,6.5,Years,MST,AUD,,,No,A,Yes,Yes,IELTS,Yes,"Digital Media, Environmental Management and Built Environment to prepare students to work in sustainable urban planning;, Applied Linguistics, Public Health and Marketing for a role in multicultural health communications;, Nursing, Social Change and Development and Project and Property Management to tackle problems in international aid;, Public Health, Information Technology and Business Administration for a career managing technology and change in health administration; and, Economics, Family Studies and Psychology to prepare students for a career as a government policy officer.",,https://www.newcastle.edu.au/degrees/master-studies,English,"38,520 ",Australia,1.0,Newcastle,Yes, Studies,Yes
,University of Newcastle,Year,,,"The Master of Teaching (Primary Studies) Program provides a postgraduate pathway into a highly successful and rewarding career in teaching. This innovative program is taught in trimester mode, enabling our graduates to enter the workforce rapidly and well prepared. The program aims to develop graduates who are outstanding teachers, who act professionally, ethically and effectively in their professional contexts; who engage in critical inquiry in their practice and the contexts of their practice; and, who play a constructive leadership role in public discourse on, and beyond education.",No,Science,6.5,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes, ,,https://www.newcastle.edu.au/degrees/master-of-teaching-primary-studies,English,"34,025 ",Australia,1.0,Newcastle,Yes, Teaching (Primary Studies),Yes
,University of Newcastle,Year,,,"If you are searching for a challenging and rewarding career that will utilise your communication and leadership skills to shape the future of children, then the Master of Teaching (Primary) is for you. Using your existing degree as a foundation, the Master of Teaching (Primary) offers you a highly-regarded advanced teaching program.",No,Science,6.5,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes,"Classroom Teacher;, School Executive and Principal;, Home School Liaison Officer;, School Counsellor;, Teacher Librarian; and, Learning Assistance Support Teacher.",,https://www.newcastle.edu.au/degrees/master-teaching-primary,English,"34,025 ",Australia,1.0,Newcastle,Yes, Teaching (Primary),Yes
,University of Newcastle,Year,,,"The Master of Teaching (Secondary Studies) program at the University of Newcastle provides a postgraduate pathway into a highly successful and rewarding career in teaching. This innovative program is taught in trimester mode, enabling our graduates to enter the workforce rapidly and well prepared. The program aims to develop graduates who are outstanding teachers who act professionally, ethically and effectively in their professional contexts; who engage in critical inquiry in their practice and the contexts of their practice; and who play a constructive leadership role in public discourse in and beyond education.",No,Science,6.5,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes, ,,https://www.newcastle.edu.au/degrees/master-of-teaching-secondary-studies,English,"34,025 ",Australia,1.0,Newcastle,Yes, Teaching (Secondary Studies),Yes
,University of Newcastle,Year,,,"If you are searching for a rewarding career that will use your communication and leadership skills to shape the future of Australia’s students, then the Master of Teaching (Secondary) is for you. Using your existing degree as a foundation, the Master of Teaching (Secondary) offers a highly-regarded teaching program.",No,Science,6.5,Years,MST,AUD,,,No,A,Yes,No,IELTS,Yes,"Classroom Teacher;, School Counsellor;, Teacher Librarian;, Head Teacher of a teaching discipline; and, School Executive and Principal",,https://www.newcastle.edu.au/degrees/master-teaching-secondary,English,"34,025 ",Australia,1.0,Newcastle,Yes, Teaching (Secondary),Yes
,University of Newcastle,Year,,,"The University of Newcastle's Graduate Certificate in Workplace Health and Safety will provide you with best practice health and safety skills and knowledge at an intermediate level, enhancing your ability to deliver contemporary practices.",No,Science,6.5,Years,MST,AUD,,,No,A,Yes,Yes,IELTS,Yes,"WHS manager, WHS inspector, WHS consultant, Government agencies (WorkSafe, WorkCover)",,https://www.newcastle.edu.au/degrees/graduate-certificate-workplace-health-safety,English,"32,400 ",Australia,1.0,Newcastle,Yes, Workplace Health and Safety,Yes
