Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE
CERTII,Holmesglen Institute,Melbourne,Certificate II in Horticulture,Horticulture and Environment,NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-II-in-Horticulture-VET-Delivered-to-Secondary-School-Students,English,D,This Certificate II in Horticulture is a VET Delivered to Secondary School Students course and offers students a chance to acquire a wide range of horticulture skills.,horticulture workerhorticulture assistantapprenticeship.,Australia,No,Yes,No,Yes,No,,Traineeship,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Arboriculture,Horticulture and Environment,NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-III-in-Arboriculture-Traineeship-and-non-traineeship,English,D,"The Certificate III in Arboriculture provides you with the necessary skills and knowledge that, when combined with workplace skills, will enable you to perform the function of an arboriculture tradesperson.",general arborist,Australia,No,Yes,No,Yes,No,,Traineeship,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Landscape Construction,Horticulture and Environment,NoIntFee,"4,830.00",AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-III-in-Landscape-Construction-Apprenticeship-and-non-apprenticeship,English,D,"The Certificate III in Landscape Construction provides skills and knowledge in areas including building concrete/brick/block/stone structures and features, installing drainage systems, implementing paving and retaining wall projects, offering information on plants and their culture, and constructing soil profiles.",Landscaperlandscape gardener,Australia,No,Yes,No,Yes,No,,Apprenticeship,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Parks and Gardens,Horticulture and Environment,NoIntFee,"4,794.00",AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-III-in-Parks-and-Gardens-Apprenticeship-and-non-apprenticeship,English,D,"The Certificate III in Parks and Gardens will give you the skills and knowledge to work in the management and maintenance of public and private parks, reserves and gardens, natural bushland and community recreation areas.",local government gardenerhorticultural techniciangrounds maintenanceprivate garden maintenance,Australia,No,Yes,No,Yes,No,,Apprenticeship,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Sports Turf Management,Horticulture and Environment,NoIntFee,NoLocalFee,AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-III-in-Sports-Turf-Management-Apprenticeship,English,D,"The Certificate III in Sports Turf Management will provide you with the necessary skills and knowledge that, when combined with workplace skills enhancement, will enable you to perform the work of a turf tradesperson.",greenkeepergroundspersongolf course foremanassistant superintendent,Australia,No,Yes,No,Yes,No,,Apprenticeship,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Sports Turf Management,Horticulture and Environment,NoIntFee,"4,794.00",AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-III-in-Sports-Turf-Management-Apprenticeship-and-non-appenticeship,English,D,"This Certificate III in Sports Turf Management provides you with the necessary skills and knowledge that, when combined with workplace skills enhancement, will enable you to perform the work of a turf tradesperson.",greenkeepergoundspersongolf course foremanassistant superintendent,Australia,No,Yes,No,Yes,No,,Apprenticeship,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Horticulture,Horticulture and Environment,NoIntFee,"14,000.00",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-IV-in-Horticulture,English,D,"The Certificate IV in Horticulture allows you to develop post-trade skills and knowledge across a broad coverage of the horticulture industry, prior to undertaking higher level roles in the workplace.",irrigation installation and service technicianhorticulture team leader gardener (general),Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Sports Turf Management,Horticulture and Environment,NoIntFee,"10,684.80",AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Diploma-of-Sports-Turf-Management,English,D,This course has been developed for those currently working in the sports turf area who have successfully completed a AHC31316 Certificate III in Sports Turf Management.,assistant managermanager of turf related areasgolf course superintendentsenior bowling green-keeperturf consultantsowner operator of a turf specialist company,Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Horticulture,Horticulture and Environment,"13,800","15,376.00",AUD,Years,18.0,Months,Yes,Yes,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Diploma-of-Horticulture,English,A,"If you see yourself managing or working in nurseries, parks, private or community gardens and reserves, the Diploma of Horticulture is the ideal qualification.",senior horticulturalistparks and gardens managerhorticulture enterprise manager,Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Landscape Design,Horticulture and Environment,"13,800","15,721.50",AUD,Years,18.0,Months,Yes,Yes,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Diploma-of-Landscape-Design,English,A,"The Diploma of Landscape Design, through practical projects and discussions, will teach you how to design  specialised landscapes, produce computer-aided drawings and manage landscape projects.",landscape designerlandscape consultantproject management,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Fitness,"Sport, Fitness and Wellbeing",NoIntFee,"7,527.60",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Fitness-and-Recreation/Certificate-III-in-Fitness,English,D,"The Certificate III in Fitness will give you the skills and knowledge to be a fitness or gym instructor at a fitness, leisure or community centre.",gym instructorpersonal trainer,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Fitness,"Sport, Fitness and Wellbeing",NoIntFee,"13,128.50",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Fitness-and-Recreation/Certificate-IV-in-Fitness,English,D,"Through this Certificate IV in Fitness, you will learn how to tailor personal training programs for a range of clients, including older adults and children.",gym instructorpersonal trainerolder adults trainerPT coordinatorPT manager,Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Outdoor Leadership,"Sport, Fitness and Wellbeing",NoIntFee,NoLocalFee,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Fitness-and-Recreation/Diploma-of-Outdoor-Leadership-with-Certificate-III-in-Tourism-SIT30116,English,D,"If you have experience and a passion for the great outdoors, the Diploma of Outdoor Leadership, coupled with the Certificate III in Tourism, is for you. Your studies will take you to numerous locations within south eastern Australia, as you learn to lead groups in coastal, alpine, desert and mountain environments.","trip leadersenior outdoor guideoutdoor education facilitatoroutdoor activity specialistsmanagement roles, ie: logistics manager, resource manager, program operations manager",Australia,No,Yes,No,Yes,No,,Normal,No
CERTII,Holmesglen Institute,Melbourne,Certificate II in Salon Assistant,"Sport, Fitness and Wellbeing",NoIntFee,"4,120.50",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Natural-Therapies/Certificate-II-in-Salon-Assistant,English,D,Study the Certificate II in Salon Assistant and gain the hands-on skills you need in this pre-apprenticeship program for the beauty and service industry.,Salon assistant,Australia,No,Yes,No,Yes,No,,Normal,Yes
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Beauty Services,"Sport, Fitness and Wellbeing",NoIntFee,"5,518.80",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Natural-Therapies/Certificate-III-in-Beauty-Services,English,D,"Study the Certificate III in Beauty Services and gain the hands-on skills you need to start work as a beautician. You will learn to provide a range of beauty services including nail, waxing, lash and brow and make-up.",beauticianbeauty therapist,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Beauty Services,"Sport, Fitness and Wellbeing",NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Natural-Therapies/Certificate-III-in-Beauty-Services-VET-Delivered-to-Secondary-Schools,English,D,"Study the Certificate III in Beauty Services and gain the hands-on skills you need to start work as a beautician. You will learn to provide a range of beauty services including nail, waxing, lash and brow and make-up.",beauticianbeauty therapist.,Australia,No,Yes,No,Yes,No,,Traineeship,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Allied Health Assistance,"Sport, Fitness and Wellbeing",NoIntFee,"15,950.00",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Natural-Therapies/Certificate-IV-in-Allied-Health-Assistance-Nutrition-and-dietetics,English,D,"If you are interested in nutrition, food and working with people, the Certificate IV in Allied Health Assistance can increase your knowledge and career opportunities within the nutrition and dietetic specialisation.",dietitian assistantnutrition assistant,Australia,No,Yes,No,Yes,No,,Normal,Yes
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Sport and Recreation,"Sport, Fitness and Wellbeing",NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Sport/Certificate-III-in-Sport-and-Recreation-VET-Delivered-to-Secondary-School-Students,English,D,"If you are enthusiastic about physical fitness and sport, the Certificate III in Sport and Recreation may be for you, with its emphasis on sporting skills and sports industry knowledge.",sports recreation officerfitness instructingsports developmentsports coaching,Australia,No,Yes,No,Yes,No,,Traineeship,No
DIP,Holmesglen Institute,Melbourne,Diploma of Sport,"Sport, Fitness and Wellbeing",No int,NoLocalFee,AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Sport/Diploma-of-Sport-with-Diploma-of-Event-Management-SiT50316,English,A,"Kick off your career in the sports industry at Holmesglen through the Diploma of Sport and Diploma of Event Management, delivered with the support of the St Kilda Football Club.",high-performance coachsport development managertalent managersporting event manager,Australia,No,Yes,No,Yes,No,,Normal,No
BA,Holmesglen Institute,Melbourne,Bachelor of Sport Business,"Sport, Fitness and Wellbeing","18,300","15,964.30",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,,6.0,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Sport/Bachelor-of-Sport-Business,English,A,The Bachelor of Sport Business has been designed to develop students to work in the ever growing and competitive sports industry.,Relevant Masters or other post-graduate qualifications.,Australia,No,Yes,No,Yes,No,,Normal,No
BA,Holmesglen Institute,Melbourne,Bachelor of Sports Media,"Sport, Fitness and Wellbeing",NoIntFee,"15,964.30",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Sport/Bachelor-of-Sports-Media,English,D,"The Bachelor of Sports Media has been designed to nurture students that aspire to work in the sports media industry. The course has four streams: sport, media, journalism, and communications. Students will be equipped to work in a variety of roles with sports leagues and clubs, sports media organisations, media organisations and sports agencies.",sports journalistsocial media coordinatorsports commentatorsport television producersports communications coordinatorsports analystsports public relationssport sponsorshipsports programmermedia and digital officerradio producersports marketing officer.,Australia,No,Yes,No,Yes,No,,Normal,No
