Level_Code,University,City,Course,Faculty,Int_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
BA,Monash University,Melbourne,Economics,Business & Economics,"45,000",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/economics-b2031?international=true,English,A,"The Bachelor of Economics is all about exploring the principles our economy is built on, and analysing decisions in a commercial context. Learn to think analytically, solve problems logically, and make informed commercial decisions.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Education and Arts,Creative Arts & Design & Music,"34,000",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/education-and-arts-d3002?international=true,English,A,"The Bachelor of Education (Honours) and Bachelor of Arts is a double degree course that will provide you with a high quality education in the arts, humanities and social sciences and prepare you to offer students the same in primary or secondary schools.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Education and Business,Business & Economics,"45,000",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/education-and-business-d3007?international=true,English,A,The Bachelor of Education (Honours) and Bachelor of Business is a double degree course that will provide you with a high quality education in business and prepare you to offer students the same in primary or secondary schools.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Education and Fine Art,Creative Arts & Design & Music,"34,000",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/education-and-fine-art-d3006?international=true,English,A,The Bachelor of Education (Honours) and Bachelor of Fine Art is a double degree course that will provide you with a high quality education in fine art and prepare you to work in primary or secondary schools.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Education and Music,Creative Arts & Design & Music,"34,000",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/education-and-music-d3004?international=true,English,A,The Bachelor of Education (Honours) and Bachelor of Music is a double degree course that will provide you with a high quality education in music and prepare you to offer students the same in primary or secondary schools.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Education and Science,Science and Health Science,"43,500",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/education-and-science-d3005?international=true,English,A,The Bachelor of Education (Honours) and Bachelor of Science is a double degree course that will provide you with a high quality education in science and prepare you to offer students the same in primary or secondary schools.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Education and Science,Science and Health Science,"43,500",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/engineering-engineering-2612?international=true,English,A,The Bachelor of Education (Honours) and Bachelor of Science is a double degree course that will provide you with a high quality education in science and prepare you to offer students the same in primary or secondary schools.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Engineering,Engineering,"46,000",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/engineering-e3001?international=true,English,A,"Bachelor of Engineering (Honours) qualifies you to be an accredited professional engineer. It develops problem solving skills and is strengthened by integrated work placement, and practical hands-on design-and-build activities. Engineers have forged some of the greatest developments in society.",Australia,No,Yes,No,Yes,No,
PG,Monash University,Melbourne,Engineering and Advanced Engineering,Engineering,"[<strong>International Students - Full Fee</strong>, <strong>A$44,400.</strong>, <strong>A$44,400.",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-advanced-engineering-e6003?international=true,English,A,"Bachelor of Engineering (Honours) / Masters is a vertical double degree pathway. This is an accelerated program for students to attain both a Bachelor of Engineering (Honours) and an expert master’s degree in Advanced Engineering, in just five years.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Engineering and Architectural Design,Engineering,"46,000",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-architectural-design-e3009?international=true,English,A,"Be a multifaceted built environment professional with this double degree in engineering and architectural design double degree. You'll provide important leadership in the design and construction of the built environment, collaborating with architects, engineers, builders and other design professionals.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Engineering and Arts,Engineering,"46,000",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-arts-e3002?international=true,English,A,"Bachelor of Engineering and Arts is a double degree focusing on real world problems to illustrate the interaction between engineering and society, and introduces the range of engineering disciplines available. The engineering/arts double degree offers diversity, flexibility and more career choices.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Engineering and Biomedical Science,Engineering,"46,000",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-biomedical-science-e3004?international=true,English,A,"Engineering and Biomedical science is a double degree that can lead to a rewarding career designing medical technology to improve human lives. The course lets you to combine one additional disciplines such as; anatomy, biochemistry, clinical medicine, epidemiology, preventative medicine, and more",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Engineering and Commerce,Engineering,"46,000",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-commerce-e3005?international=true,English,A,"Engineering and Commerce is a double degree combination that develops business skills and complements the qualities that make engineers competent business leaders: problem solving skills, planning skills, their focus on the future and continuous improvement.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Engineering and Computer Science,Engineering,"46,000",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-computer-science-e3010?international=true,English,A,"Engineering and computer science is a double degree course offering theoretical and practical skills to solve engineering problems, create cutting-edge controller software, pair electrical and computer systems engineering or software engineering with computer science to create innovative solutions.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Engineering and Design,Engineering,"46,000",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-design-e3012?international=true,English,A,Do you have an eye for form and function? Do you like to build things? Gain the technical and project management skills of an engineer with the creativity and manufacturing know-how of an industrial designer in this highly-rewarding double degree.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Engineering and Information Technology,Engineering,"46,000",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-information-technology-e3011?international=true,English,A,Engineering and Information Technology is a double degree focusing on creative and problem solving skills to use IT in engineering applications. IT underpins engineering practice in all disciplines and industry needs graduates with skills and expertise spanning both.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Engineering and Pharmaceutical Science,Engineering,"46,000",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-pharmaceutical-science-e3008?international=true,English,A,Engineering and Pharmaceutical science is a unique and rare double degree. This degree produces professionals capable of covering the full spectrum of the pharmaceutical product design and development process.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Engineering and Science,Engineering,"46,000",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-science-e3007?international=true,English,A,"A Bachelor of Engineering and Science focuses on real life problems to help understand the interaction between engineering and society. The combinations of engineering and science fields are almost limitless, providing many possible career choices.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Finance,Business & Economics,"45,000",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/finance-b2034?international=true,English,A,"If you're interested in how to invest and manage money, a Bachelor of Finance could be for you. You'll explore corporate finance, equities and investments, debt markets and fixed income securities, financial modelling and international finance.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Fine Art,Creative Arts & Design & Music,"32,860",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/fine-art-f2003?international=true,English,A,"Our Bachelor of Fine Art enables you to create an art practice of relevance and value to contemporary culture, whether you choose to specialise in Fine Art to become an artist or alternatively select Art History and Curating.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Fine Art,Creative Arts & Design & Music,"32,860",AUD,Years,1.0,Year,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/fine-art-f3701?international=true,English,A,"Our Bachelor of Fine Art enables you to create an art practice of relevance and value to contemporary culture, whether you choose to specialise in Fine Art to become an artist or alternatively select Art History and Curating.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Fine Art and Business,Business & Economics,"45,000",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/fine-art-and-business-f2007?international=true,English,A,"Make your mark in the creative industries by combining your curatorial knowledge or artistic talents with entrepreneurial skills. You'll graduate with two degrees, able to pursue a career in either field separately, or together as a creative practitioner with first-class business skills.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Fine Art and Information Technology,Computer Science & Information Technology,"42,800",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/fine-art-and-information-technology-f2006?international=true,English,A,Merge your fine art skills with information technology to help shape the future of areas like interactive media or games development. By blending traditional fine art making with cutting-edge IT theories you’ll graduate ready to push the boundaries of the growing intersection of IT and fine art.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Fine Art and Media Communication,Mass Communication & Media,"42,800",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/fine-art-and-media-communication-f2013?international=true,English,A,This industry-focused degree positions you as a contemporary art and communication specialist with the ability to work across the global media industry as a multi-skilled professional.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Global Studies,Business & Economics,"33,000",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/global-studies-a2001?international=true,English,A,"With the Bachelor of Global Studies, you’ll break down global challenges and formulate innovative solutions. Studying overseas is integral to the course – choose from a range of international opportunities from the Global Immersion Guarantee, study tours, or studying at a prestigious partner uni.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Global Studies and Information Technology,Computer Science & Information Technology,"33,000",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/global-studies-and-information-technology-a2015?international=true,English,A,"Learn how to critically analyse global challenges facing communities around the world, while exploring a broad range of areas in IT including cybersecurity and game developing. You could be designing a game for social change or building an app that connects societies.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Health Sciences,English,"34,200",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/health-sciences-m2014?international=true,English,A,"The Bachelor of Health Sciences allows you to apply scientific approaches to improve health challenges, keeping in mind physiological, behavioural, developmental, social and environmental aspects of human health. Have the opportunity to tailor your degree to pursue a variety of health science careers.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Health Sciences,English,"34,200",AUD,Years,1.0,Year,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/higher-education-d0501?international=true,English,A,"The Bachelor of Health Sciences allows you to apply scientific approaches to improve health challenges, keeping in mind physiological, behavioural, developmental, social and environmental aspects of human health. Have the opportunity to tailor your degree to pursue a variety of health science careers.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Health Sciences,English,"34,200",AUD,Years,1.0,Year,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/information-technology-2638?international=true,English,A,"The Bachelor of Health Sciences allows you to apply scientific approaches to improve health challenges, keeping in mind physiological, behavioural, developmental, social and environmental aspects of human health. Have the opportunity to tailor your degree to pursue a variety of health science careers.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Information Technology,Computer Science & Information Technology,"42,800",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/information-technology-c2000?international=true,English,A,"The Bachelor of Information Technology lets you explore critical areas in IT - while gaining key skills and industry experience. Learning from the best, choose from a comprehensive range of majors and minors that leads to careers such as cloud architect, cybersecurity specialist and games developer.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Information Technology and Arts,Computer Science & Information Technology,"42,800",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/information-technology-and-arts-c2002?international=true,English,A,"Gain technical expertise in IT and a rich understanding of society. Through the Bachelor of Information Technology and Arts, a double degree, you’ll learn how to shape and manage current and emerging technologies – while developing strong communication, research and critical thinking skills.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Information Technology and Science,Computer Science & Information Technology,"43,500",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/information-technology-and-science-c2003?international=true,English,A,"Develop a skillset in high demand through the Bachelor of Information Technology and Science. Blending industry projects with diverse disciplines such as human pathology and games development, this comprehensive double degree equips you to advance science with IT.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,International Business,Business & Economics,"45,000",AUD,Years,2.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/international-business-b2005?international=true,English,A,"In a Bachelor of International Business, you'll learn to operate in international business settings and gain the skills required to do business in different countries and environments. Many new and exciting business opportunities have resulted from rapid globalisation.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,International Business and Arts,Business & Economics,"45,000",AUD,Years,2.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/international-business-and-arts-b2038?international=true,English,A,"Why study a double degree in International Business and Arts? With International Business, you'll learn the intricacies of doing business in different countries and environments. With Arts, you can choose from almost 40 major and minor areas of study and follow your passions and career goals.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,International Business and Arts,Business & Economics,"45,000",AUD,Years,2.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/international-business-and-arts-b2038?international=true,English,A,"Why study a double degree in International Business and Arts? With International Business, you'll learn the intricacies of doing business in different countries and environments. With Arts, you can choose from almost 40 major and minor areas of study and follow your passions and career goals.",Australia,No,Yes,No,Yes,No,
DIP,Monash University,Melbourne,Languages,Language & Literature,"33,000",AUD,Years,2.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/languages-a0501?international=true,English,A,"A Diploma of Languages allows you to study a language while also learning about culture, society and history. Whether you are an absolute beginner or a native speaker, you can choose from Chinese, French, German, Indonesian, Italian, Japanese, Korean and Spanish.",Australia,No,Yes,No,Yes,No,
DIP,Monash University,Melbourne,Languages,Language & Literature,"33,000",AUD,Years,2.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/languages-a0501?international=true,English,A,"A Diploma of Languages allows you to study a language while also learning about culture, society and history. Whether you are an absolute beginner or a native speaker, you can choose from Chinese, French, German, Indonesian, Italian, Japanese, Korean and Spanish.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Laws,Law,"42,000",AUD,Years,2.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/laws-l3001?international=true,English,A,"The Monash LLB (Hons) provides you with practical knowledge of the Australian legal system. Monash Law is the only law school in Australia to guarantee a clinical legal experience. Work on real cases with real clients, under supervision of expert lawyers, while earning credit towards your degree.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Laws and Arts,Law,"42,000",AUD,Years,2.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-arts-l3003?international=true,English,A,Laws and Arts is a double degree which allows you to complement your practical knowledge of the Australian legal system with a grounding in arts and humanities. Choose from a large number of exciting specialisations and tailor your studies to a field you are passionate about.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Laws and Biomedical Science,Medical and Nursing,"42,000",AUD,Years,2.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-biomedical-science-l3004?international=true,English,A,"Laws and Biomedical Science is a double degree which combines practical knowledge of the Australian legal system with an understanding of anatomy, epidemiology and preventative medicine, genetics, immunology, microbiology and pharmacology for a career in either field, or one which combines the two.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Laws and Commerce,Business & Economics,"45,000",AUD,Years,2.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-commerce-l3005?international=true,English,A,"Laws and Commerce is a double degree which provides a foundation in accounting, finance, economics, management and marketing, and a practical knowledge of the Australian legal system. You will develop a thorough legal and commercial understanding of business and trade.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Laws and Computer Science,Computer Science & Information Technology,"42,800",AUD,Years,2.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-computer-science-l3011?international=true,English,A,Laws and Computer Science is a double degree which equips you with the skills of the future. Combine the practical research and analytical expertise of a legal professional with the skills to create software that solves real-world problems.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Laws and Criminology,Law,"42,000",AUD,Years,2.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-criminology-l3012?international=true,English,A,"Laws and Criminology is a double degree which provides a deep understanding of the causes and consequences of crime, and how the Australian legal system can respond. This degree presents career opportunities for students who want to solve demanding problems and make a real social impact.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Laws and Engineering,Engineering,"46,000",AUD,Years,2.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-engineering-l3002?international=true,English,A,"Laws and Engineering is a double degree which develops your powers of analysis and legal reasoning, as well as building the creative thinking and technical skills required in your chosen field of engineering. This degree presents career options for either field, or one which combines the two.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Laws and Global Studies,Business & Economics,"42,000",AUD,Years,2.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-global-studies-l3009?international=true,English,A,"Laws and Global Studies is a double degree that provides a solid foundation in the concepts, procedures and reasoning of the Australian legal system and the research, analytical and communication skills of the legal profession with the skills to be a leader in social change.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Laws and Information Technology,Computer Science & Information Technology,"42,800",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-information-technology-l3010?international=true,English,A,Laws and Information Technology is a double degree combining practical knowledge of the Australian legal system with an understanding of how information technologies are evolving to meet individual and organisational needs. This degree offers a range of exciting career opportunities.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Laws and Music,Law,"42,000",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-music-l3006?international=true,English,A,"Laws and Music is a double degree which provides the practical knowledge of a law degree with the creative discipline of music. This degree offers career opportunities in either field, or one which combines the two.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,"Laws and Politics, Philosophy and Economics",Humanities and Social Science,"42,000",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,"https://www.monash.edu/study/courses/find-a-course/2021/laws-and-politics,-philosophy-and-economics-l3013?international=true",English,A,"Laws and Politics, Philosophy and Economics is a double degree which equips you with skills of the future. This double degree will allow you to complement your practical knowledge of the Australian legal system with a grounding in Politics, Philosophy and Economics.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Laws and Science,Law,"43,500",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-science-l3007?international=true,English,A,"Laws and Science is a double degree which provides practical legal skills and an awareness of the complex interaction between science and society. Students gain practical knowledge of the Australian legal system, as well as specialising in a chosen scientific field.",Australia,No,Yes,No,Yes,No,
DIP,Monash University,Melbourne,Liberal Arts,Creative Arts & Design & Music,"33,000",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/liberal-arts-a0502?international=true,English,A,"A Diploma of Liberal Arts allows you to pursue in-depth study in either humanities, which builds your knowledge about the way we communicate or how the past has affected the present; or social sciences, which focuses on your ability to analyse societies and explain relationships within these.",Australia,No,Yes,No,Yes,No,
DIP,Monash University,Melbourne,Liberal Arts,Creative Arts & Design & Music,"33,000",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/liberal-arts-a0502?international=true,English,A,"A Diploma of Liberal Arts allows you to pursue in-depth study in either humanities, which builds your knowledge about the way we communicate or how the past has affected the present; or social sciences, which focuses on your ability to analyse societies and explain relationships within these.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Marketing,Business & Economics,"45,000",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/marketing-b2036?international=true,English,A,"In the Bachelor of Marketing, you'll build an extensive toolbox of skills to succeed as a professional marketer. Learn everything from social media, advertising, digital marketing and campaign planning to consumer behaviour, market research, branding, marketing strategy and data analysis.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Marketing and Arts,Business & Economics,"45,000",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/marketing-and-arts-b2039?international=true,English,A,"Why study a double degree in Marketing and Arts? With Marketing, you'll explore social media, advertising, consumer behaviour, campaign planning, market research, strategy, data analysis, branding and digital marketing. With Arts, you can choose from almost 40 major and minor areas of study.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Marketing and Media Communication,Business & Economics,"45,000",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/marketing-and-media-communication-b2044?international=true,English,A,"Why study Marketing and Media Communication? With Marketing, you'll explore social media, advertising, consumer behaviour, campaign planning, market research, strategy, data analysis, branding and digital marketing. With Media Communication, you'll build a practical portfolio of work.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Media Communication,Mass Communication & Media,"33,000",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/media-communication-a2002?international=true,English,A,"With the Bachelor of Media Communication, you can specialise in journalism, media, public relations or screen, and build a portfolio of real work. Learn from leading industry professionals and use the same sound, recording and editing equipment as global professional media in our Media Lab.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Media Communication,Mass Communication & Media,"68,000",AUD,Years,1.0,Year,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/medical-science-m3701?international=true,English,A,"With the Bachelor of Media Communication, you can specialise in journalism, media, public relations or screen, and build a portfolio of real work. Learn from leading industry professionals and use the same sound, recording and editing equipment as global professional media in our Media Lab.",Australia,No,Yes,No,Yes,No,
PG,Monash University,Melbourne,Medical Science and Medicine,Medical and Nursing,"79,700</strong>, <strong>DOMESTIC STUDENTS ONLY",AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/medical-science-and-medicine-m6011?international=true,English,A,"The Bachelor of Medical Science and Doctor of Medicine is a 5-year direct entry medical degree, which can be completed straight from high school. This course provides you with the knowledge, clinical skills and practical medical training needed to become a doctor.",Australia,No,Yes,No,Yes,No,
PG,Monash University,Melbourne,Medical Science and Medicine,Medical and Nursing,"79,700",AUD,Years,6.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/monash-access-program-d0001?international=true,English,A,"The Bachelor of Medical Science and Doctor of Medicine is a 4-year graduate medical degree, preparing you to become a doctor. This course is designed for students with a Monash undergraduate degree and combines an integrated medical curriculum with clinical training in Victorian hospitals.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Music,Creative Arts & Design & Music,"33,000",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/music-a2003?international=true,English,A,"Advance your practical skills, collaborate with international artists and study with accomplished teaching staff in the Bachelor of Music at Monash. Develop advanced skills and knowledge in Composition and Music Technology, Ethnomusicology and Musicology, Music Performance or Popular Music.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Music,Creative Arts & Design & Music,"33,000",AUD,Years,1.0,Year,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/music-a3702?international=true,English,A,"Advance your practical skills, collaborate with international artists and study with accomplished teaching staff in the Bachelor of Music at Monash. Develop advanced skills and knowledge in Composition and Music Technology, Ethnomusicology and Musicology, Music Performance or Popular Music.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Nursing,Medical and Nursing,"35,000",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/nursing-m2006?international=true,English,A,"The Bachelor of Nursing degree trains you to become a registered nurse in 3 years. Through our accredited nursing course, you’ll gain the knowledge, clinical skills and placement experience to provide high-quality nursing care and make a difference to your patients.",Australia,No,Yes,No,Yes,No,
