Level_Code,University,City,Course,Faculty,Local_Fees,Int_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
GDIP,University of Southern Queensland,Ipswich,Graduate Diploma of Science,Agriculture and Environment,Not provided, ,AUD,Years,1.0,Years,Yes,Yes,ATAR,IELTS,Equivalent ,,6.5,Year 12,https://www.usq.edu.au:443/study/degrees/graduate-diploma-of-science,English,A,Do you need to further your skill set to progress your career? Graduates of this degree have the skills and knowledge required to contribute at a higher level in their profession. The degree is also an ideal choice for teachers and other professionals wishing to upgrade their skills and those of you wishing to articulate into Masters or PhD study.,No career outcomes provided,Australia,Yes,Yes,Yes,Yes,Yes,
MST,University of Southern Queensland,Toowoomba,Master of Engineering Science,Agriculture and Environment,Not provided, ,AUD,Years,2.0,Years,Yes,Yes,ATAR,IELTS,Equivalent ,,6.5,Year 12,https://www.usq.edu.au:443/study/degrees/master-of-engineering-science,English,A,"Apply your study knowledge to a real-world problem in your research project - a great stepping-stone to further research degrees, including your PhD.",No career outcomes provided,Australia,Yes,Yes,Yes,Yes,Yes,
MST,University of Southern Queensland,Toowoomba,Master of Science,Agriculture and Environment,Not provided, ,AUD,Years,2.0,Years,Yes,Yes,ATAR,IELTS,Equivalent ,,6.5,Year 12,https://www.usq.edu.au:443/study/degrees/master-of-science,English,A,"Choose from a range of specialisations, from Agricultural Science to Environment and Sustainability, to develop your professional skill-set and assist in career progression.",No career outcomes provided,Australia,Yes,Yes,Yes,Yes,Yes,
MST,University of Southern Queensland,Ipswich,Master of Science,Agriculture and Environment,Not provided, ,AUD,Years,2.0,Years,Yes,Yes,ATAR,IELTS,Equivalent ,,6.5,Year 12,https://www.usq.edu.au:443/study/degrees/master-of-science,English,A,"Choose from a range of specialisations, from Agricultural Science to Environment and Sustainability, to develop your professional skill-set and assist in career progression.",No career outcomes provided,Australia,Yes,Yes,Yes,Yes,Yes,
MST,University of Southern Queensland,Toowoomba,Master of Science (Research),Agriculture and Environment,Not provided, ,AUD,Years,18.0,Months,Yes,Yes,ATAR,IELTS,Equivalent ,,6.5,Year 12,https://www.usq.edu.au:443/study/degrees/master-of-science-research,English,A,"In this degree, highly motivated and highly qualified students undertake advanced study to produce a research-based dissertation which will help you to develop your research skills in a specialised area of knowledge and proceed further with your science research career.",No career outcomes provided,Australia,Yes,Yes,Yes,Yes,Yes,
MST,University of Southern Queensland,Ipswich,Master of Science (Research),Agriculture and Environment,Not provided, ,AUD,Years,18.0,Months,Yes,Yes,ATAR,IELTS,Equivalent ,,6.5,Year 12,https://www.usq.edu.au:443/study/degrees/master-of-science-research,English,A,"In this degree, highly motivated and highly qualified students undertake advanced study to produce a research-based dissertation which will help you to develop your research skills in a specialised area of knowledge and proceed further with your science research career.",No career outcomes provided,Australia,Yes,Yes,Yes,Yes,Yes,
BA,University of Southern Queensland,Toowoomba,Associate Degree of Engineering  Major Agricultural Engineering,Agriculture and Environment,26560,33600,AUD,Years,2.0,Years,Yes,Yes,ATAR,IELTS,Equivalent ,,6.5,Year 12,https://www.usq.edu.au:443/study/degrees/associate-degree-of-engineering/agricultural-engineering,English,A,The Associate Degree of Engineering will give you the freedom of choice to start up your career or set a stepping stone for further study.,"Agricultural engineering officers work in a range of settings, including government departments such as water supply, agriculture, forestry, soil conservation and environment protection agencies, as well as private engineering firms.",Australia,Yes,Yes,Yes,Yes,No,
HONS,University of Southern Queensland,Ipswich,Bachelor of Engineering (Honours) Bachelor of Science,Agriculture and Environment,24480,33360,AUD,Years,5.0,Years,Yes,Yes,ATAR,IELTS,Equivalent ,,6.5,Year 12,https://www.usq.edu.au:443/study/degrees/bachelor-of-engineering-honours-bachelor-of-science,English,A,A combined degree of Bachelor of Engineering (Honours) Bachelor of Science is the ideal pathway if you are interested in a career that incorporates both engineering and science.,"The high flexibility of this program allows you to create whichever Engineering and Science combination you desire, resulting in a multitude of career opportunities, such as a professional engineer with expertise in a science discipline.",Australia,Yes,Yes,Yes,Yes,No,
HONS,University of Southern Queensland,Toowoomba,Bachelor of Engineering (Honours) Bachelor of Science,Agriculture and Environment,24480,33360,AUD,Years,5.0,Years,Yes,Yes,ATAR,IELTS,Equivalent ,,6.5,Year 12,https://www.usq.edu.au:443/study/degrees/bachelor-of-engineering-honours-bachelor-of-science,English,A,A combined degree of Bachelor of Engineering (Honours) Bachelor of Science is the ideal pathway if you are interested in a career that incorporates both engineering and science.,"The high flexibility of this program allows you to create whichever Engineering and Science combination you desire, resulting in a multitude of career opportunities, such as a professional engineer with expertise in a science discipline.",Australia,Yes,Yes,Yes,Yes,No,
HONS,University of Southern Queensland,Toowoomba,Bachelor of Engineering (Honours) Major Agricultural Engineering,Agriculture and Environment,26560,33600,AUD,Years,4.0,Years,Yes,Yes,ATAR,IELTS,Equivalent ,,6.5,Year 12,https://www.usq.edu.au:443/study/degrees/bachelor-of-engineering-honours/agricultural-engineering,English,A,"As the only provider of Agricultural Engineering degrees in both Australia and New Zealand, USQ provides unique professional knowledge to make an impact with our Bachelor of Engineering (Honours) (Agricultural Engineering).","Agricultural engineers work in a range of settings including private industry, government departments such as water supply, agriculture, forestry, soil conservation and environment protection agencies, as well as private engineering firms and research agencies.",Australia,Yes,Yes,Yes,Yes,No,
